Rank	Movie	Release Date	Theatrical Distributor	MPAA Rating	Gross	Tickets Sold	Gender
43	Let's Go to Prison	2006-11-17	Universal	R	$4,630,045	706,877	Comedy
44	Keeping Up with the Steins	2006-05-12	Miramax	PG-13	$4,339,241	662,479	Comedy
45	Van Wilder Deux: The Rise o…	2006-12-01	MGM	R	$4,251,674	649,110	Comedy
46	Trailer Park Boys: The Movie	2006-10-06	Alliance Atlantis	R	$3,833,507	585,268	Comedy
47	Art School Confidential	2006-05-05	Sony Pictures Cla…	R	$3,297,137	503,379	Comedy
48	Yours, Mine and Ours	2005-11-23	Paramount Pictures	PG	$2,626,533	400,997	Comedy
49	Le Secret de ma Mere	2006-07-07	Alliance Atlantis	Not Rated	$2,399,232	366,294	Comedy
50	Lage Raho Munna Bhai	2006-09-01	Eros Entertainment	Not Rated	$2,217,561	338,558	Comedy
51	Strangers with Candy	2006-06-28	ThinkFilm	R	$2,072,645	316,434	Comedy
52	The History Boys	2006-11-21	Fox Searchlight	R	$1,959,122	299,102	Comedy
53	Shortbus	2006-10-04	ThinkFilm	Not Rated	$1,930,689	294,761	Comedy
54	Kinky Boots	2006-04-14	Miramax	PG-13	$1,822,428	278,233	Comedy
55	Keeping Mum	2006-09-15	ThinkFilm	R	$1,603,973	244,881	Comedy
56	Trust the Man	2006-08-18	Fox Searchlight	R	$1,530,535	233,669	Comedy
57	Tristram Shandy: A Cock and…	2006-01-27	Picturehouse	R	$1,253,413	191,360	Comedy
58	Looking for Comedy in the M…	2006-01-20	Warner Independent	PG-13	$887,416	135,483	Comedy
59	CSA: The Confederate States…	2005-10-07	IFC Films	PG-13	$657,495	100,380	Comedy
60	Another Gay Movie	2006-07-28	TLA Releasing	Not Rated	$654,132	99,867	Comedy
61	Bhagam Bhag	2006-12-22	Rainbow Releasing	Not Rated	$514,778	78,592	Comedy
62	Artie Lange's Beer League	2006-09-15	Freestyle Releasing	R	$475,000	72,519	Comedy
63	Church Ball	2006-03-17	Halestone	PG	$464,991	70,990	Comedy
64	Idiocracy	2006-09-01	20th Century Fox	R	$444,093	67,800	Comedy
65	When Do We Eat?	2006-04-07	ThinkFilm	R	$431,513	65,879	Comedy
66	Preaching to the Choir	2006-04-14	Innovation Film G…	PG-13	$405,191	61,861	Comedy
67	Conversations with Other Women	2006-08-11	Fabrication Films	R	$379,418	57,926	Comedy
68	Chup Chup Ke	2006-06-09	UTV Communications	Not Rated	$334,618	51,086	Comedy
69	The Syrian Bride	2005-11-16	Koch Lorber Films	Not Rated	$312,063	47,643	Comedy
70	Kabul Express	2006-12-15	Yash Raj Films	Not Rated	$274,202	41,862	Comedy
71	La Moustache	2006-05-24	Cinema Guild	Not Rated	$244,771	37,369	Comedy
72	Wassup Rockers	2006-06-23	First Look	R	$221,574	33,828	Comedy
73	Malamaal Weekly	2006-03-10	Rainbow Releasing	Not Rated	$204,612	31,238	Comedy
74	The Puffy Chair	2006-06-02	IDP/Goldwyn/Roadside	R	$194,523	29,698	Comedy
75	Lonesome Jim	2006-03-24	IFC Films	R	$154,187	23,540	Comedy
76	The Mostly Unfabulous Socia…	2006-06-16	Regent Releasing	R	$153,122	23,377	Comedy
77	Pyare Mohan	2006-04-21	Eros Entertainment	Not Rated	$150,198	22,930	Comedy
78	Temporada de patos	2006-03-10	Warner Independent	R	$147,551	22,526	Comedy
79	Queens	2006-08-25	Regent Releasing	R	$140,417	21,437	Comedy
80	Bluff Master	2005-12-16	UTV Communications	Not Rated	$140,224	21,408	Comedy
81	Game 6	2006-03-10	Kindred Media Group	R	$129,664	19,796	Comedy
82	The Groomsmen	2006-07-14	Bauer Martinez	R	$128,585	19,631	Comedy
83	I Am a Sex Addict	2006-04-07	IFC First Take	Not Rated	$115,694	17,663	Comedy
84	Mutual Appreciation	2006-09-01	Goodbye Cruel Rel…	R	$89,849	13,717	Comedy
85	Wondrous Oblivion	2006-07-21	Palm Pictures	PG	$88,560	13,520	Comedy
86	Suits on the Loose	2006-02-03	Halestone	PG	$79,470	12,132	Comedy
87	Go For Zucker	2005-12-09	First Run Features	Not Rated	$74,000	11,297	Comedy
88	Lü cao di	2006-04-21	First Run Features	Not Rated	$70,940	10,830	Comedy
89	Anthony Kaun Hai	2006-08-04	AdLab Films	Not Rated	$55,418	8,460	Comedy
90	Kalamazoo?	2006-04-07	Reel Source	PG-13	$53,609	8,184	Comedy
91	Männer wie wir	2006-04-28	Regent Releasing	R	$28,324	4,324	Comedy
92	The Blossoming of Maximo Ol…	2006-09-22	Unico Entertainment	Not Rated	$28,041	4,281	Comedy
93	Garcon Stupide	2005-09-16	Picture This Ente…	Not Rated	$27,225	4,156	Comedy
94	Mozart and the Whale	2006-04-14		Not Rated	$27,000	4,122	Comedy
95	Kiss Kiss, Bang Bang	2005-10-21	Warner Bros.	R	$25,479	3,889	Comedy
96	Eating Out 2: Sloppy Seconds	2006-11-22	Artiztical Entert…	Not Rated	$24,736	3,776	Comedy
97	Screen Door Jesus	2005-09-30	Indican Pictures	R	$21,679	3,309	Comedy
98	Film Geek	2006-01-13	First Run Features	Not Rated	$17,341	2,647	Comedy
99	The Aristocrats	2005-07-29	ThinkFilm	Not Rated	$15,907	2,428	Comedy
100	Wasabi Tuna	2004-05-07	Indican Pictures	R	$15,190	2,319	Comedy
101	Dorian Blues	2005-09-23	TLA Releasing	Not Rated	$10,660	1,627	Comedy
102	Blackballed: The Bobby Duke…	2006-04-14	The 7th Floor	Not Rated	$9,528	1,454	Comedy
103	Crazy Like a Fox	2006-05-05	Sky Island	PG-13	$9,376	1,431	Comedy
104	Familia rodante	2006-09-06	Palm Pictures	Not Rated	$9,291	1,418	Comedy
105	A Wake in Providence	2005-04-15	Indican Pictures	R	$9,234	1,409	Comedy
106	Ellie Parker	2005-11-11	Strand	Not Rated	$6,648	1,014	Comedy
107	20 centiímetros	2006-10-27	TLA Releasing	Not Rated	$6,635	1,012	Comedy
108	Say Uncle	2006-06-23	TLA Releasing	R	$5,361	818	Comedy
109	The Tollbooth	2006-02-03	Castle Hill Produ…	Not Rated	$4,526	690	Comedy
110	Slow Jam King	2006-06-09	Unico Entertainment	Not Rated	$4,270	651	Comedy
111	Simon	2006-04-07	Strand	Not Rated	$4,055	619	Comedy
112	Roll Bounce	2005-09-23	Fox Searchlight	PG-13	$3,584	547	Comedy
113	Dog Lover's Symphony	2006-06-16	Self Distributed	Not Rated	$2,968	453	Comedy
114	Alien Autopsy	2006-09-22	Warner Independent	PG-13	$2,867	437	Comedy
115	The Surfer King	2006-04-07	Movin' Picture St…	PG-13	$1,990	303	Comedy
116	The Long Weekend	2006-06-09	Gold Circle Films	R	$1,286	196	Comedy
117	Cote d'Azur	2005-09-09	Strand	Not Rated	$906	138	Comedy
118	Doing Time for Patsy Cline	2006-03-03	Oilrag Productions	Not Rated	$831	126	Comedy
119	Inconscientes	2006-12-29	Regent Releasing	R	$807	123	Comedy
120	Issues	2006-10-06	Bullz Eye	Not Rated	$783	119	Comedy
121	Uncut	2006-06-16	Strand	Not Rated	$762	116	Comedy
1	Wild Hogs	2007-03-02	Walt Disney	PG-13	$168,213,584	24,449,648	Comedy
2	Superbad	2007-08-17	Sony Pictures	R	$121,463,226	17,654,538	Comedy
3	I Now Pronounce You Chuck a…	2007-07-20	Universal	PG-13	$119,725,280	17,401,930	Comedy
4	Blades of Glory	2007-03-30	Paramount Pictures	PG-13	$118,594,548	17,237,579	Comedy
5	Evan Almighty	2007-06-22	Universal	PG	$100,289,690	14,576,989	Comedy
6	Norbit	2007-02-09	Paramount Pictures	PG-13	$95,673,607	13,906,047	Comedy
7	The Game Plan	2007-09-28	Walt Disney	PG	$89,483,471	13,006,318	Comedy
8	Fred Claus	2007-11-09	Warner Bros.	PG	$71,397,435	10,377,534	Comedy
9	Why Did I Get Married?	2007-10-12	Lionsgate	PG-13	$55,204,525	8,023,913	Comedy
10	Are We Done Yet?	2007-04-04	Sony Pictures	PG	$49,662,533	7,218,391	Comedy
11	Epic Movie	2007-01-26	20th Century Fox	PG-13	$39,739,367	5,776,070	Comedy
12	Smokin' Aces	2007-01-26	Universal	R	$35,662,731	5,183,536	Comedy
13	Balls of Fury	2007-08-29	Focus Features	PG-13	$32,886,940	4,780,078	Comedy
14	Juno	2007-12-05	Fox Searchlight	PG-13	$31,470,011	4,574,130	Comedy
15	Mr. Magorium's Wonder Emporium	2007-11-16	20th Century Fox	G	$31,097,159	4,519,936	Comedy
16	The Nanny Diaries	2007-08-24	MGM	PG-13	$25,926,673	3,768,411	Comedy
17	Mr. Woodcock	2007-09-14	New Line	PG-13	$25,799,486	3,749,925	Comedy
18	Hot Fuzz	2007-04-20	Focus Features	R	$23,618,786	3,432,963	Comedy
19	Reno 911!: Miami	2007-02-23	20th Century Fox	R	$20,342,161	2,956,709	Comedy
20	Walk Hard: The Dewey Cox Story	2007-12-21	Sony Pictures	R	$17,284,363	2,512,262	Comedy
21	Hot Rod	2007-08-03	Paramount Pictures	PG-13	$13,938,332	2,025,920	Comedy
22	Firehouse Dog	2007-04-04	20th Century Fox	PG	$13,932,383	2,025,055	Comedy
23	The Comebacks	2007-10-19	20th Century Fox	PG-13	$13,349,927	1,940,396	Comedy
24	Daddy Day Camp	2007-08-08	Sony Pictures	PG	$13,235,267	1,923,730	Comedy
25	Sydney White	2007-09-21	Universal	PG-13	$11,892,415	1,728,548	Comedy
26	In the Land of Women	2007-04-20	Warner Bros.	PG-13	$11,052,958	1,606,534	Comedy
27	Bratz	2007-08-03	Lionsgate	PG	$10,010,209	1,454,972	Comedy
28	Death at a Funeral	2007-08-17	MGM	R	$8,580,428	1,247,155	Comedy
29	Volver	2006-11-03	Sony Pictures Cla…	R	$8,146,800	1,184,127	Comedy
30	Code Name: The Cleaner	2007-01-05	New Line	PG-13	$8,135,024	1,182,416	Comedy
31	Delta Farce	2007-05-11	Lionsgate	PG-13	$8,130,530	1,181,763	Comedy
32	Lars and the Real Girl	2007-10-12	MGM	PG-13	$5,760,558	837,290	Comedy
33	Who's Your Caddy?	2007-07-27	MGM	PG-13	$5,694,308	827,661	Comedy
34	Kickin It Old Skool	2007-04-27	Yari Film Group R…	PG-13	$4,500,147	654,091	Comedy
35	Deux jours à Paris	2007-08-10	Samuel Goldwyn Films	R	$4,433,994	644,475	Comedy
36	Borat	2006-11-03	20th Century Fox	R	$2,904,544	422,172	Comedy
37	La doublure	2007-04-20	Sony Pictures Cla…	PG-13	$2,272,329	330,280	Comedy
38	Avenue Montaigne	2007-02-16	ThinkFilm	PG-13	$2,044,858	297,217	Comedy
39	Mon meilleur ami	2007-07-13	IFC Films	PG-13	$1,422,461	206,753	Comedy
40	Heyy Babyy	2007-08-24	Eros Entertainment	Not Rated	$1,411,065	205,096	Comedy
41	L'âge des ténèbres	2007-12-07		Not Rated	$1,205,437	175,208	Comedy
42	Bhool Bhulaiyaa	2007-10-12	Eros Entertainment	Not Rated	$1,097,797	159,563	Comedy
43	Ma Tante Aline	2007-07-20	Alliance Atlantis	Not Rated	$1,027,636	149,365	Comedy
44	The Brothers Solomon	2007-09-07	Sony Pictures	R	$900,926	130,948	Comedy
45	The Bucket List	2007-12-25	Warner Bros.	PG-13	$878,422	127,678	Comedy
46	Ta Ra Rum Pum	2007-04-27	Yash Raj Films	Not Rated	$872,643	126,837	Comedy
47	The History Boys	2006-11-21	Fox Searchlight	R	$771,174	112,089	Comedy
48	The Ten	2007-08-03	ThinkFilm	R	$769,726	111,878	Comedy
49	Rocket Science	2007-08-10	Picturehouse	R	$712,391	103,545	Comedy
50	Jhoom Barabar Jhoom	2007-06-15	Yash Raj Films	Not Rated	$695,156	101,040	Comedy
51	Molière	2007-07-27	Sony Pictures Cla…	PG-13	$635,733	92,403	Comedy
52	Romance and Cigarettes	2007-09-07	Borotoro	R	$513,680	74,662	Comedy
53	Wristcutters: A Love Story	2007-10-19	Autonomous Films	R	$446,165	64,849	Comedy
54	Little Miss Sunshine	2006-07-26	Fox Searchlight	R	$402,015	58,432	Comedy
55	Mafioso	1964-06-30	Rialto Pictures	Not Rated	$398,614	57,938	Comedy
56	Deck the Halls	2006-11-22	20th Century Fox	PG	$339,608	49,361	Comedy
57	Ten Canoes	2007-05-25	Palm Pictures	Not Rated	$277,991	40,405	Comedy
58	Bhagam Bhag	2006-12-22	Rainbow Releasing	Not Rated	$275,185	39,997	Comedy
59	The Rules of the Game	1950-04-08		Not Rated	$272,256	39,572	Comedy
60	The TV Set	2007-04-06	ThinkFilm	R	$265,550	38,597	Comedy
61	Eagle vs Shark	2007-06-15	Miramax	R	$221,846	32,245	Comedy
62	Ira and Abby	2007-09-14	Magnolia Pictures	R	$221,096	32,136	Comedy
63	I Want Someone To Eat Chees…	2007-09-05	IFC Films	Not Rated	$194,568	28,280	Comedy
64	Offside	2007-03-23	Sony Pictures Cla…	PG	$179,948	26,155	Comedy
65	Hollywood Dreams	2007-05-18	Rainbow Releasing	R	$171,255	24,891	Comedy
66	Dhamaal	2007-09-07	Shemaroo Entertai…	Not Rated	$166,339	24,177	Comedy
67	Outsourced	2007-09-28	Lantern Lane Ente…	PG-13	$160,987	23,399	Comedy
68	The Salon	2007-05-11	Freestyle Releasing	PG-13	$139,084	20,215	Comedy
69	Severance	2007-05-18	Magnolia Pictures	R	$137,221	19,944	Comedy
70	For Your Consideration	2006-11-17	Warner Independent	PG-13	$135,327	19,669	Comedy
71	The Wendell Baker Story	2007-05-18	ThinkFilm	PG-13	$127,188	18,486	Comedy
72	Tortilla Heaven	2007-03-16	Wildcat Releasing	PG-13	$105,401	15,319	Comedy
73	Return with Honor: A Missio…	2007-09-14	Excel Entertainment	PG	$102,171	14,850	Comedy
74	Dialogue avec mon jardinier	2007-11-16		Not Rated	$93,604	13,605	Comedy
75	A fost sau n-a fost?	2007-06-06	Tartan Films	Not Rated	$89,550	13,015	Comedy
76	Delirious	2007-08-15	Peace Arch Releasing	Not Rated	$86,460	12,566	Comedy
77	Colour Me Kubrick: A True..…	2007-03-23	Magnolia Pictures	Not Rated	$71,190	10,347	Comedy
78	Inconscientes	2006-12-29	Regent Releasing	R	$67,694	9,839	Comedy
79	Diggers	2007-04-27	Magnolia Pictures	R	$66,517	9,668	Comedy
80	Shortbus	2006-10-04	ThinkFilm	Not Rated	$54,603	7,936	Comedy
81	Finishing the Game	2007-10-05	IFC First Take	Not Rated	$52,850	7,681	Comedy
82	Direktøren for det hele	2007-05-23	IFC Films	Not Rated	$51,300	7,456	Comedy
83	Fakers	2007-04-27	Indican Pictures	R	$49,880	7,250	Comedy
84	Two Weeks	2007-03-02	MGM	R	$46,605	6,773	Comedy
85	Randy and the Mob	2007-09-21	IFC Films	PG	$45,410	6,600	Comedy
86	Queens	2006-08-25	Regent Releasing	R	$44,510	6,469	Comedy
87	Moving McAllister	2007-09-14	First Independent…	PG-13	$42,538	6,182	Comedy
88	Le Secret de ma Mere	2006-07-07	Alliance Atlantis	Not Rated	$39,363	5,721	Comedy
89	Monkey Warfare	2006-12-08	Odeon Films	Not Rated	$36,875	5,359	Comedy
90	Kabul Express	2006-12-15	Yash Raj Films	Not Rated	$28,256	4,106	Comedy
91	Hood of Horror	2006-11-17		R	$26,000	3,779	Comedy
92	Cashback	2007-07-20	Magnolia Pictures	R	$25,343	3,683	Comedy
93	Great World of Sound	2007-09-14	Magnolia Pictures	R	$22,011	3,199	Comedy
94	Sing Now or Forever Hold Yo…	2007-04-27	Strand	R	$21,908	3,184	Comedy
95	Dirty Laundry	2007-12-07	The Bigger Picture	PG-13	$20,138	2,927	Comedy
96	L'Iceberg	2007-05-04	First Run Features	Not Rated	$19,790	2,876	Comedy
97	Everything's Gone Green	2007-04-13	First Independent…	R	$19,373	2,815	Comedy
98	Itty Bitty Titty Committee	2007-09-28	Pocket Releasing	Not Rated	$18,445	2,680	Comedy
99	Hei Wong Ji Wong	2007-12-31		Not Rated	$18,361	2,668	Comedy
100	City Lights	1931-01-30	United Artists	G	$18,165	2,640	Comedy
101	7 días	2007-08-17	Xenon Pictures	PG-13	$16,791	2,440	Comedy
102	The Amateurs	2007-12-07	Bauer Martinez	R	$16,334	2,374	Comedy
103	Keeping Mum	2006-09-15	ThinkFilm	R	$15,493	2,251	Comedy
104	Full of It	2007-03-02	New Line	PG-13	$14,273	2,074	Comedy
105	Cut Sleeve Boys	2007-08-10	Regent Releasing	R	$13,875	2,016	Comedy
106	Buddha Mar Gaya	2007-08-17	Eros Entertainment	Not Rated	$13,871	2,016	Comedy
107	Live Free or Die	2007-03-30	ThinkFilm	R	$13,836	2,011	Comedy
108	Mutual Appreciation	2006-09-01	Goodbye Cruel Rel…	R	$13,660	1,985	Comedy
109	Eating Out 2: Sloppy Seconds	2006-11-22	Artiztical Entert…	Not Rated	$12,336	1,793	Comedy
110	I'll Believe You	2007-11-09	Stand Up Films	PG	$12,010	1,745	Comedy
111	Whole New Thing	2007-04-06	Picture This Ente…	Not Rated	$11,445	1,663	Comedy
112	Freshman Orientation	2007-08-31	Regent Releasing	R	$10,718	1,557	Comedy
113	Van Wilder Deux: The Rise o…	2006-12-01	MGM	R	$9,676	1,406	Comedy
114	The Sasquatch Gang	2007-11-30	Screen Media Films	PG-13	$9,458	1,374	Comedy
115	Smiley Face	2007-11-16	First Look	R	$9,397	1,365	Comedy
116	Fat Girls	2007-11-02	Regent Releasing	R	$9,293	1,350	Comedy
117	Closing Escrow	2007-08-24	Magnolia Pictures	PG	$8,719	1,267	Comedy
118	Nina's Heavenly Delights	2007-11-21	Regent Releasing	PG-13	$8,256	1,200	Comedy
119	Weirdsville	2007-10-05	Magnolia Pictures	R	$8,161	1,186	Comedy
120	And Then Came Love	2007-06-01	Fox Meadow	Not Rated	$8,158	1,185	Comedy
121	The Iron Man	2007-07-20	Iron Man Distr	Not Rated	$8,025	1,166	Comedy
122	Blonde Ambition	2007-12-21	First Look	PG-13	$6,422	933	Comedy
123	Slipstream	2007-10-26	Strand	R	$6,273	911	Comedy
124	Hatsujô kateikyôshi: sensei…	2007-04-13	Palm Pictures	Not Rated	$5,383	782	Comedy
125	The Inner Life of Martin Frost	2007-09-07	New Yorker	Not Rated	$5,114	743	Comedy
126	Raising Flagg	2007-02-02	Cinema Libre	PG-13	$4,109	597	Comedy
127	The Cop, the Criminal and t…	2007-04-06	Lonely Seal Relea…	Not Rated	$3,934	571	Comedy
128	I'm Reed Fish	2007-06-01	Screen Media Films	PG	$3,567	518	Comedy
129	Funny Money	2007-01-26	ThinkFilm	R	$2,844	413	Comedy
130	Niwemang	2007-12-14	Strand	Not Rated	$2,528	367	Comedy
131	Believe	2007-04-20	Kaleidoscope Pict…	PG	$2,500	363	Comedy
132	Adam's Apples	2007-03-16	Outsider	R	$1,305	189	Comedy
133	Strákarnir okkar	2007-11-16	Regent Releasing	Not Rated	$1,302	189	Comedy
134	Flakes	2007-12-19	IFC Films	Not Rated	$778	113	Comedy
135	Lü cao di	2006-04-21	First Run Features	Not Rated	$283	41	Comedy
1	Sex and the City	2008-05-30	Warner Bros.	R	$152,647,258	21,260,064	Comedy
2	Get Smart	2008-06-20	Warner Bros.	PG-13	$130,319,208	18,150,308	Comedy
3	Four Christmases	2008-11-26	Warner Bros.	PG-13	$118,189,834	16,460,980	Comedy
4	Juno	2007-12-05	Fox Searchlight	PG-13	$112,025,254	15,602,403	Comedy
5	Tropic Thunder	2008-08-13	Paramount Pictures	R	$110,515,313	15,392,105	Comedy
6	Marley & Me	2008-12-25	20th Century Fox	PG	$106,664,046	14,855,717	Comedy
7	Step Brothers	2008-07-25	Sony Pictures	R	$100,468,793	13,992,868	Comedy
8	You Don't Mess With the Zohan	2008-06-06	Sony Pictures	PG-13	$100,018,837	13,930,200	Comedy
9	The Bucket List	2007-12-25	Warner Bros.	PG-13	$92,588,080	12,895,276	Comedy
10	Pineapple Express	2008-08-06	Sony Pictures	R	$87,341,380	12,164,537	Comedy
11	Yes Man	2008-12-19	Warner Bros.	PG-13	$79,507,388	11,073,452	Comedy
12	Role Models	2008-11-07	Universal	R	$66,703,740	9,290,214	Comedy
13	Baby Mama	2008-04-25	Universal	PG-13	$60,494,212	8,425,378	Comedy
14	The House Bunny	2008-08-22	Sony Pictures	PG-13	$48,237,389	6,718,299	Comedy
15	Welcome Home Roscoe Jenkins	2008-02-08	Universal	PG-13	$42,436,517	5,910,378	Comedy
16	Meet the Browns	2008-03-21	Lionsgate	PG-13	$41,975,388	5,846,154	Comedy
17	Meet the Spartans	2008-01-25	20th Century Fox	PG-13	$38,233,676	5,325,025	Comedy
18	Harold & Kumar Escape from …	2008-04-25	Warner Bros.	R	$38,108,728	5,307,622	Comedy
19	First Sunday	2008-01-11	Sony Pictures	PG-13	$37,931,869	5,282,990	Comedy
20	The Family That Preys	2008-09-12	Lionsgate	PG-13	$37,105,289	5,167,868	Comedy
21	Semi-Pro	2008-02-29	New Line	R	$33,479,698	4,662,911	Comedy
22	Drillbit Taylor	2008-03-21	Paramount Pictures	PG-13	$32,862,104	4,576,895	Comedy
23	The Love Guru	2008-06-20	Paramount Pictures	PG-13	$32,235,793	4,489,665	Comedy
24	Zack and Miri Make a Porno	2008-10-31	Weinstein Co.	R	$31,300,810	4,359,444	Comedy
25	The Women	2008-09-12	Picturehouse	PG-13	$26,902,075	3,746,807	Comedy
26	Superhero Movie	2008-03-28	MGM	PG-13	$25,874,034	3,603,626	Comedy
27	Vicky Cristina Barcelona	2008-08-15	MGM	PG-13	$22,830,692	3,179,762	Comedy
28	Mad Money	2008-01-18	Overture Films	PG-13	$20,668,843	2,878,668	Comedy
29	Swing Vote	2008-08-01	Walt Disney	PG-13	$16,289,867	2,268,783	Comedy
30	Disaster Movie	2008-08-29	Lionsgate	PG-13	$14,190,901	1,976,449	Comedy
31	Miss Pettigrew Lives for a Day	2008-03-07	Focus Features	PG-13	$12,313,694	1,714,999	Comedy
32	Soul Men	2008-11-07	MGM	R	$12,021,938	1,674,365	Comedy
33	Be Kind Rewind	2008-02-22	New Line	PG-13	$11,175,164	1,556,430	Comedy
34	The Visitor	2008-04-11	Overture Films	PG-13	$9,427,026	1,312,956	Comedy
35	Sex Drive	2008-10-17	Summit Entertainment	R	$8,402,485	1,170,262	Comedy
36	Over Her Dead Body	2008-02-01	New Line	PG-13	$7,570,127	1,054,335	Comedy
37	Nothing Like the Holidays	2008-12-12	Overture Films	PG-13	$7,405,784	1,031,446	Comedy
38	An American Carol	2008-10-03	Vivendi Entertain…	PG-13	$7,013,191	976,768	Comedy
39	Strange Wilderness	2008-02-01	Paramount Vantage	R	$6,575,282	915,777	Comedy
40	The Rocker	2008-08-20	20th Century Fox	PG-13	$6,409,528	892,692	Comedy
41	Run, Fatboy, Run	2008-03-28	Picturehouse	PG-13	$6,003,262	836,109	Comedy
42	Hamlet 2	2008-08-22	Focus Features	R	$4,886,216	680,531	Comedy
43	College	2008-08-29	MGM	R	$4,694,491	653,829	Comedy
44	Witless Protection	2008-02-22	Lionsgate	PG-13	$4,151,836	578,250	Comedy
45	Charlie Bartlett	2008-02-22	MGM	R	$3,950,294	550,180	Comedy
46	Cruising Bar 2	2008-06-27		Not Rated	$3,579,013	498,469	Comedy
47	Happy-Go-Lucky	2008-10-10	Miramax	R	$3,310,429	461,062	Comedy
48	Bikur Ha-Tizmoret	2008-02-08	Sony Pictures Cla…	PG-13	$3,053,823	425,323	Comedy
49	Choke	2008-09-26	Fox Searchlight	R	$2,926,565	407,599	Comedy
50	How to Lose Friends & Alien…	2008-10-03	MGM	R	$2,775,593	386,572	Comedy
51	Hors de Prix	2008-03-28	Samuel Goldwyn Films	PG-13	$2,164,670	301,486	Comedy
52	The Wackness	2008-07-03	Sony Pictures Cla…	R	$2,077,046	289,282	Comedy
53	Dans une galaxie pres de ch…	2008-04-18		Not Rated	$1,883,999	262,395	Comedy
54	Henry Poole Is Here	2008-08-15	Overture Films	PG	$1,835,293	255,611	Comedy
55	Son of Rambow: A Home Movie	2008-05-02	Paramount Vantage	PG-13	$1,785,505	248,678	Comedy
56	Bienvenue chez les Ch'tis	2008-07-25		Not Rated	$1,477,650	205,800	Comedy
57	The Game Plan	2007-09-28	Walt Disney	PG	$1,164,731	162,218	Comedy
58	What Just Happened	2008-10-17	Magnolia Pictures	R	$1,090,947	151,942	Comedy
59	Walk Hard: The Dewey Cox Story	2007-12-21	Sony Pictures	R	$1,032,788	143,842	Comedy
60	Mr. Magorium's Wonder Emporium	2007-11-16	20th Century Fox	G	$964,396	134,317	Comedy
61	Beer for My Horses	2008-08-08	Roadside Attractions	PG-13	$666,045	92,763	Comedy
62	Fred Claus	2007-11-09	Warner Bros.	PG	$609,342	84,867	Comedy
63	Jaane Tu Ya Jaane Na	2008-07-03	UTV Communications	Not Rated	$600,922	83,693	Comedy
64	Krazzy 4	2008-04-11	Eros Entertainment	Not Rated	$487,215	67,857	Comedy
65	JCVD	2008-11-07	Peace Arch Releasing	R	$448,991	62,533	Comedy
66	The Hammer	2008-03-21	Hammer the Movie	R	$442,638	61,648	Comedy
67	The Promotion	2008-06-06	Weinstein Co.	R	$406,252	56,581	Comedy
68	Everybody Wants to Be Italian	2008-09-05	Roadside Attractions	R	$351,416	48,943	Comedy
69	Teeth	2008-01-18	Roadside Attractions	R	$346,692	48,285	Comedy
70	Golmaal Returns	2008-10-31	Studio 18	Not Rated	$313,102	43,607	Comedy
71	L'âge des ténèbres	2007-12-07		Not Rated	$286,088	39,845	Comedy
72	One Two Three	2008-03-28	Eros Entertainment	Not Rated	$246,724	34,362	Comedy
73	Chaos Theory	2008-03-14	Warner Bros.	PG-13	$240,476	33,492	Comedy
74	The Foot Fist Way	2008-05-30	Paramount Vantage	R	$234,286	32,630	Comedy
75	Sixty Six	2008-08-01	First Independent…	PG-13	$223,526	31,131	Comedy
76	Lars and the Real Girl	2007-10-12	MGM	PG-13	$195,922	27,287	Comedy
77	Mister Lonely	2008-05-02	IFC Films	Not Rated	$165,831	23,096	Comedy
78	God Tussi Great Ho	2008-08-15	Eros Entertainment	Not Rated	$121,432	16,912	Comedy
79	The Grand	2008-03-21	Anchor Bay Entert…	R	$115,879	16,139	Comedy
80	Mere Baap Pehle Aap	2008-06-13	Shemaroo Entertai…	Not Rated	$113,576	15,818	Comedy
81	Another Gay Sequel	2008-08-29	TLA Releasing	Not Rated	$104,828	14,600	Comedy
82	Momma's Man	2008-08-22	ThinkFilm	Not Rated	$93,045	12,958	Comedy
83	Kabluey	2008-07-04	Regent Releasing	PG-13	$83,506	11,630	Comedy
84	Humboldt County	2008-09-26	Magnolia Pictures	R	$82,357	11,470	Comedy
85	Oye Lucky! Lucky Oye!	2008-11-28	UTV Communications	Not Rated	$80,037	11,147	Comedy
86	99 francs	2008-06-06		Not Rated	$79,477	11,069	Comedy
87	A Four Letter Word	2008-04-04	Embrem Entertainment	Not Rated	$72,349	10,076	Comedy
88	Kenny	2008-07-11	Arcangelo Enterta…	PG-13	$69,221	9,640	Comedy
89	Meet Bill	2008-04-04	First Look	R	$59,108	8,232	Comedy
90	Finding Amanda	2008-06-27	Magnolia Pictures	R	$57,297	7,980	Comedy
91	L'auberge rouge	2008-04-11		Not Rated	$50,304	7,006	Comedy
92	Paris	2008-10-03		R	$49,954	6,957	Comedy
93	Loins of Punjab Presents	2008-09-12	Emerging Pictures	Not Rated	$39,891	5,555	Comedy
94	Kráska v nesnázich	2008-06-13	Menemsha Entertai…	Not Rated	$38,928	5,421	Comedy
95	Blonde and Blonder	2008-01-18	Empire Pictures	PG-13	$38,848	5,410	Comedy
96	Romance and Cigarettes	2007-09-07	Borotoro	R	$37,322	5,198	Comedy
97	Surfer, Dude	2008-09-05	Anchor Bay Entert…	R	$36,497	5,083	Comedy
98	Familiar Strangers	2008-11-14	Cavalier Films	PG-13	$30,552	4,255	Comedy
